"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"isoComp_00004226","geneComp_00001173","ENST00000394718.4","AKAP5","d","f","AKAP5","protein_coding","protein_coding",0.376925876695778,0.620659686590689,0.133192066800867,0.192417549468978,0.0425063151929047,-2.13891014943521,NA,0.232896010461913,0.390362207563454,0.075429813360372,0.20959217523176,0.0245557791574546,-2.22849426088843,NA,0.707966666666667,0.688666666666667,0.727266666666667,0.0386,NA,NA,FALSE
"isoComp_00004472","geneComp_00001209","ENST00000610331.1","AL133243.1","d","f","AL133243.1","lncRNA","lncRNA",0.633824338362878,0.224889123053894,1.04275955367186,0.112509670796644,0.159233837769948,2.16412415433148,NA,0.633824338362878,0.224889123053894,1.04275955367186,0.112509670796644,0.159233837769948,2.16412415433148,NA,1,1,1,0,NA,NA,NA
"isoComp_00004719","geneComp_00001250","ENST00000308742.9","ALG10B","d","f","ALG10B","protein_coding","protein_coding",2.1331437124472,2.13067583775403,2.13561158714037,0.327251529380831,0.287134788529572,0.00332258834009752,NA,0.933609073882441,1.33078825249216,0.53642989527272,0.140061594248064,0.0191787349335805,-1.29497309283507,NA,0.464583333333333,0.669066666666667,0.2601,-0.408966666666667,NA,NA,FALSE
"isoComp_00004720","geneComp_00001250","ENST00000548240.1","ALG10B","d","f","ALG10B","protein_coding","nonsense_mediated_decay",2.1331437124472,2.13067583775403,2.13561158714037,0.327251529380831,0.287134788529572,0.00332258834009752,NA,0.461811787728212,0.334719392344873,0.588904183111551,0.334719392344874,0.10111206102755,0.796902748564033,NA,0.216683333333333,0.159433333333333,0.273933333333333,0.1145,NA,NA,TRUE
"isoComp_00004721","geneComp_00001250","ENST00000551464.1","ALG10B","d","f","ALG10B","protein_coding","protein_coding",2.1331437124472,2.13067583775403,2.13561158714037,0.327251529380831,0.287134788529572,0.00332258834009752,NA,0.710580036843416,0.442237366505591,0.978922707181241,0.442237366505591,0.179796707201929,1.12877756541314,NA,0.30745,0.163033333333333,0.451866666666667,0.288833333333333,NA,NA,FALSE
"isoComp_00004722","geneComp_00001250","ENST00000553138.1","ALG10B","d","f","ALG10B","protein_coding","retained_intron",2.1331437124472,2.13067583775403,2.13561158714037,0.327251529380831,0.287134788529572,0.00332258834009752,NA,0.0271428139931287,0.022930826411401,0.0313548015748564,0.022930826411401,0.0313548015748565,0.328616128508408,NA,0.0112666666666667,0.00846666666666667,0.0140666666666667,0.0056,NA,NA,NA
"isoComp_00005324","geneComp_00001337","ENST00000354910.10","ANAPC13","d","f","ANAPC13","protein_coding","protein_coding",64.4607892993918,75.9350188357542,52.9865597630294,20.8396868308651,1.05006114302512,-0.519056631672105,NA,50.1074531904785,67.3933778960462,32.8215284849108,24.5947558664309,1.88326479958285,-1.03773897664429,NA,0.730533333333333,0.842533333333333,0.618533333333333,-0.224,NA,NA,FALSE
"isoComp_00005325","geneComp_00001337","ENST00000508755.1","ANAPC13","d","f","ANAPC13","protein_coding","retained_intron",64.4607892993918,75.9350188357542,52.9865597630294,20.8396868308651,1.05006114302512,-0.519056631672105,NA,0.660761506367744,0.1907787106157,1.13074430211979,0.0978978996751799,0.234109181946559,2.50629724003295,NA,0.0125833333333333,0.00373333333333333,0.0214333333333333,0.0177,NA,NA,NA
"isoComp_00005326","geneComp_00001337","ENST00000510994.5","ANAPC13","d","f","ANAPC13","protein_coding","protein_coding",64.4607892993918,75.9350188357542,52.9865597630294,20.8396868308651,1.05006114302512,-0.519056631672105,NA,11.4484453346845,7.26295283054401,15.6339378388251,3.65873441455902,0.568873223985589,1.10499058394614,NA,0.214916666666667,0.134266666666667,0.295566666666667,0.1613,NA,NA,FALSE
"isoComp_00005327","geneComp_00001337","ENST00000511751.1","ANAPC13","d","f","ANAPC13","protein_coding","protein_coding",64.4607892993918,75.9350188357542,52.9865597630294,20.8396868308651,1.05006114302512,-0.519056631672105,NA,0.154943386239478,0,0.309886772478956,0,0.163163980531102,4.99948943221885,NA,0.0029,0,0.0058,0.0058,NA,NA,FALSE
"isoComp_00005328","geneComp_00001337","ENST00000514612.5","ANAPC13","d","f","ANAPC13","protein_coding","protein_coding",64.4607892993918,75.9350188357542,52.9865597630294,20.8396868308651,1.05006114302512,-0.519056631672105,NA,2.08918588162152,1.08790939854821,3.09046236469483,0.57537226409841,0.79130725679215,1.49772437180354,NA,0.0390666666666667,0.0194333333333333,0.0587,0.0392666666666667,NA,NA,FALSE
"isoComp_00005487","geneComp_00001362","ENST00000313581.4","ANKAR","d","f","ANKAR","protein_coding","protein_coding",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.0144405633601237,0,0.0288811267202474,0,0.0288811267202474,1.95907002681819,NA,0.0107833333333333,0,0.0215666666666667,0.0215666666666667,NA,NA,FALSE
"isoComp_00005488","geneComp_00001362","ENST00000433782.6","ANKAR","d","f","ANKAR","protein_coding","nonsense_mediated_decay",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.205524279570981,0.307871784838157,0.103176774303805,0.0420003822036498,0.103176774303805,-1.48986704033889,NA,0.259383333333333,0.411966666666667,0.1068,-0.305166666666667,NA,NA,TRUE
"isoComp_00005489","geneComp_00001362","ENST00000441800.5","ANKAR","d","f","ANKAR","protein_coding","nonsense_mediated_decay",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.0647553137249777,0,0.129510627449955,0,0.076062586413724,3.80230312077951,NA,0.0364166666666667,0,0.0728333333333333,0.0728333333333333,NA,NA,TRUE
"isoComp_00005490","geneComp_00001362","ENST00000461516.5","ANKAR","d","f","ANKAR","protein_coding","processed_transcript",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.703244143739778,0.908528992204077,0.497959295275479,0.454268320529561,0.147529537139144,-0.854612365948581,NA,0.3794,0.399,0.3598,-0.0392,NA,NA,NA
"isoComp_00005491","geneComp_00001362","ENST00000464687.1","ANKAR","d","f","ANKAR","protein_coding","processed_transcript",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.0577622534404947,0,0.115524506880989,0,0.115524506880989,3.64989715232295,NA,0.0431666666666667,0,0.0863333333333333,0.0863333333333333,NA,NA,NA
"isoComp_00005492","geneComp_00001362","ENST00000474303.5","ANKAR","d","f","ANKAR","protein_coding","processed_transcript",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.289118305392643,0.578236610785286,0,0.520386376289919,0,-5.87832467264292,NA,0.0945,0.189,0,-0.189,NA,NA,NA
"isoComp_00005493","geneComp_00001362","ENST00000476208.1","ANKAR","d","f","ANKAR","protein_coding","processed_transcript",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.25536340805131,0,0.510726816102619,0,0.340800894034007,5.70245479864279,NA,0.156233333333333,0,0.312466666666667,0.312466666666667,NA,NA,NA
"isoComp_00005494","geneComp_00001362","ENST00000684021.1","ANKAR","d","f","ANKAR","protein_coding","protein_coding",1.63253724940636,1.79463738782752,1.47043711098521,0.820701922932335,0.335934072406952,-0.285685774329078,NA,0.0423289821260562,0,0.0846579642521124,0,0.0846579642521124,3.24272389529661,NA,0.0200833333333333,0,0.0401666666666667,0.0401666666666667,NA,NA,FALSE
"isoComp_00005942","geneComp_00001448","ENST00000265224.9","ANKRD7","d","f","ANKRD7","protein_coding","protein_coding",5.46847361563286,9.32383589987255,1.61311133139316,7.20629624492769,0.464153874651813,-2.52370814352427,NA,0.471606022922533,0.746238588791991,0.196973457053074,0.399373364708127,0.101357485465715,-1.86939570429603,NA,0.26105,0.414266666666667,0.107833333333333,-0.306433333333333,NA,NA,FALSE
"isoComp_00005943","geneComp_00001448","ENST00000417525.5","ANKRD7","d","f","ANKRD7","protein_coding","protein_coding",5.46847361563286,9.32383589987255,1.61311133139316,7.20629624492769,0.464153874651813,-2.52370814352427,NA,0.0240676056002061,0,0.0481352112004123,0,0.0481352112004123,2.53941223655913,NA,0.0157166666666667,0,0.0314333333333333,0.0314333333333333,NA,NA,FALSE
"isoComp_00005944","geneComp_00001448","ENST00000477532.5","ANKRD7","d","f","ANKRD7","protein_coding","protein_coding",5.46847361563286,9.32383589987255,1.61311133139316,7.20629624492769,0.464153874651813,-2.52370814352427,NA,1.44334985619026,1.87584771630099,1.01085199607953,1.16303990922355,0.25912697318744,-0.88543946362582,NA,0.445866666666667,0.255366666666667,0.636366666666667,0.381,NA,NA,FALSE
"isoComp_00005945","geneComp_00001448","ENST00000490445.1","ANKRD7","d","f","ANKRD7","protein_coding","retained_intron",5.46847361563286,9.32383589987255,1.61311133139316,7.20629624492769,0.464153874651813,-2.52370814352427,NA,3.51847595036866,6.70174959477957,0.335202305957743,6.43823005082904,0.201349567128544,-4.28117488512198,NA,0.272866666666667,0.330366666666667,0.215366666666667,-0.115,NA,NA,NA
"isoComp_00005946","geneComp_00001448","ENST00000634332.1","ANKRD7","d","f","ANKRD7","protein_coding","processed_transcript",5.46847361563286,9.32383589987255,1.61311133139316,7.20629624492769,0.464153874651813,-2.52370814352427,NA,0.0109741805511998,0,0.0219483611023995,0,0.0219483611023995,1.67574192522281,NA,0.00446666666666667,0,0.00893333333333333,0.00893333333333333,NA,NA,NA
"isoComp_00006042","geneComp_00001457","ENST00000316296.9","ANO1","d","f","ANO1","protein_coding","protein_coding",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.033682913915716,0.067365827831432,0,0.067365827831432,0,-2.95169647458242,NA,0.0582,0.1164,0,-0.1164,NA,NA,FALSE
"isoComp_00006043","geneComp_00001457","ENST00000355303.9","ANO1","d","f","ANO1","protein_coding","protein_coding",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.110579343084071,0.221158686168143,0,0.139600606014004,0,-4.53081167012077,NA,0.240733333333333,0.481466666666667,0,-0.481466666666667,NA,NA,FALSE
"isoComp_00006044","geneComp_00001457","ENST00000525494.1","ANO1","d","f","ANO1","protein_coding","processed_transcript",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.037956664541266,0,0.075913329082532,0,0.0410828984289135,3.10288197664291,NA,0.0729,0,0.1458,0.1458,NA,NA,NA
"isoComp_00006045","geneComp_00001457","ENST00000529636.5","ANO1","d","f","ANO1","protein_coding","retained_intron",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.0562913829293977,0.0131033293779434,0.099479436480852,0.0131033293779434,0.099479436480852,2.24448723806572,NA,0.146966666666667,0.0740666666666667,0.219866666666667,0.1458,NA,NA,NA
"isoComp_00006046","geneComp_00001457","ENST00000530480.5","ANO1","d","f","ANO1","protein_coding","protein_coding",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.0413381216238333,0.0826762432476666,0,0.0826762432476666,0,-3.21219956386382,NA,0.0714333333333333,0.142866666666667,0,-0.142866666666667,NA,NA,FALSE
"isoComp_00006047","geneComp_00001457","ENST00000531300.1","ANO1","d","f","ANO1","protein_coding","protein_coding",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.0740346641684132,0.0163791617224293,0.131690166614397,0.0163791617224293,0.131690166614397,2.42526901336147,NA,0.16105,0.0926,0.2295,0.1369,NA,NA,FALSE
"isoComp_00006048","geneComp_00001457","ENST00000531349.5","ANO1","d","f","ANO1","protein_coding","protein_coding",0.398334594228762,0.417062410070044,0.379606778387482,0.122460650966618,0.138041836452728,-0.132428140220751,NA,0.0444515039660648,0.0163791617224293,0.0725238462097004,0.0163791617224293,0.0217824537617096,1.64541234351905,NA,0.248716666666667,0.0926,0.404833333333333,0.312233333333333,NA,NA,FALSE
"isoComp_00006104","geneComp_00001468","ENST00000267918.9","ANP32A","d","f","ANP32A","protein_coding","processed_transcript",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,137.315309601582,250.500631376947,24.129987826217,227.125451579511,0.954619436284943,-3.37537497734725,NA,0.2767,0.363366666666667,0.190033333333333,-0.173333333333333,NA,NA,NA
"isoComp_00006105","geneComp_00001468","ENST00000409628.6","ANP32A","d","f","ANP32A","protein_coding","nonsense_mediated_decay",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,6.58726387907342,12.9304485648089,0.244079193337901,11.3129689519599,0.122560198841042,-5.67046557996209,NA,0.0111666666666667,0.0203666666666667,0.00196666666666667,-0.0184,NA,NA,TRUE
"isoComp_00006106","geneComp_00001468","ENST00000465139.6","ANP32A","d","f","ANP32A","protein_coding","protein_coding",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,33.8095903790414,40.7439846372595,26.8751961208233,11.5740639353143,0.879464570878561,-0.600129127035005,NA,0.180166666666667,0.1489,0.211433333333333,0.0625333333333333,NA,NA,FALSE
"isoComp_00006107","geneComp_00001468","ENST00000483551.6","ANP32A","d","f","ANP32A","protein_coding","processed_transcript",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,0.251565374634745,0.354426172004656,0.148704577264834,0.193977093222685,0.023342939225986,-1.19928283478911,NA,0.00138333333333333,0.0016,0.00116666666666667,-0.000433333333333333,NA,NA,NA
"isoComp_00006108","geneComp_00001468","ENST00000486054.1","ANP32A","d","f","ANP32A","protein_coding","retained_intron",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,1.02413652926453,1.82219338497004,0.226079673559014,1.27471967158059,0.125761946784424,-2.95622604943911,NA,0.00296666666666667,0.00413333333333333,0.0018,-0.00233333333333333,NA,NA,NA
"isoComp_00006109","geneComp_00001468","ENST00000495420.5","ANP32A","d","f","ANP32A","protein_coding","retained_intron",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,0.0425858204783162,0.0851716409566324,0,0.0851716409566324,0,-3.25053174636644,NA,0.00025,5e-04,0,-5e-04,NA,NA,NA
"isoComp_00006110","geneComp_00001468","ENST00000495764.1","ANP32A","d","f","ANP32A","protein_coding","processed_transcript",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,0.187566678264241,0.0720683115786889,0.303065044949793,0.072068311578689,0.18540609489588,1.93156525677782,NA,0.00141666666666667,4e-04,0.00243333333333333,0.00203333333333333,NA,NA,NA
"isoComp_00006111","geneComp_00001468","ENST00000560303.1","ANP32A","d","f","ANP32A","protein_coding","protein_coding",288.207567538944,449.30293570631,127.112199371579,172.44466095283,2.13668275576221,-1.8215046071804,NA,108.989549276606,142.794011617784,75.1850869354274,93.4028246983721,2.21056587968577,-0.925326199896363,NA,0.526,0.460733333333333,0.591266666666667,0.130533333333333,NA,NA,FALSE
"isoComp_00006112","geneComp_00001469","ENST00000339399.5","ANP32B","d","f","ANP32B","protein_coding","protein_coding",153.603763994066,215.656273005882,91.5512549822499,49.6972336185043,2.01351237267162,-1.23599143570503,NA,149.981468767752,211.58406283018,88.3788747053251,49.1252544048019,1.94895608554458,-1.25936244947708,NA,0.972883333333333,0.9804,0.965366666666667,-0.0150333333333333,NA,NA,FALSE
"isoComp_00006113","geneComp_00001469","ENST00000473205.1","ANP32B","d","f","ANP32B","protein_coding","processed_transcript",153.603763994066,215.656273005882,91.5512549822499,49.6972336185043,2.01351237267162,-1.23599143570503,NA,2.74189313308444,3.31443409578693,2.16935217038194,1.04050713984605,0.30053027295774,-0.609209431448547,NA,0.0191333333333333,0.0146666666666667,0.0236,0.00893333333333333,NA,NA,NA
"isoComp_00006114","geneComp_00001469","ENST00000486769.1","ANP32B","d","f","ANP32B","protein_coding","processed_transcript",153.603763994066,215.656273005882,91.5512549822499,49.6972336185043,2.01351237267162,-1.23599143570503,NA,0.880402093229096,0.75777607991536,1.00302810654283,0.426046940198524,0.265656590895765,0.399916683584926,NA,0.008,0.00493333333333333,0.0110666666666667,0.00613333333333333,NA,NA,NA
"isoComp_00006117","geneComp_00001472","ENST00000369114.9","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,0.178532862774479,0.357065725548959,0,0.357065725548959,0,-5.19796650518688,NA,0.0058,0.0116,0,-0.0116,NA,NA,FALSE
"isoComp_00006118","geneComp_00001472","ENST00000369115.3","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,6.88348256854685,13.7669651370937,0,13.7669651370937,0,-10.4280424031923,NA,0.0673166666666667,0.134633333333333,0,-0.134633333333333,NA,NA,FALSE
"isoComp_00006119","geneComp_00001472","ENST00000436748.6","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,0.0311204072726157,0.0622408145452314,0,0.0622408145452314,0,-2.85281415989713,NA,0.00101666666666667,0.00203333333333333,0,-0.00203333333333333,NA,NA,FALSE
"isoComp_00006120","geneComp_00001472","ENST00000532744.2","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,0.0703478006616852,0,0.14069560132337,0,0.14069560132337,3.9135654013946,NA,0.00316666666666667,0,0.00633333333333333,0.00633333333333333,NA,NA,FALSE
"isoComp_00006121","geneComp_00001472","ENST00000533654.5","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,0.800532417974345,0.817511558784557,0.783553277164133,0.56122873567573,0.0865657939606995,-0.0604523785889054,NA,0.0255666666666667,0.0163666666666667,0.0347666666666667,0.0184,NA,NA,FALSE
"isoComp_00006122","geneComp_00001472","ENST00000534220.1","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,0.140855821829358,0.281711643658716,0,0.281711643658716,0,-4.86647106738822,NA,0.0023,0.0046,0,-0.0046,NA,NA,FALSE
"isoComp_00006123","geneComp_00001472","ENST00000534437.1","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,6.25370395713226,12.0068017177802,0.500606196484288,5.47900415965285,0.500606196484288,-4.55669811663218,NA,0.0911,0.160733333333333,0.0214666666666667,-0.139266666666667,NA,NA,FALSE
"isoComp_00006124","geneComp_00001472","ENST00000583931.6","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,23.5217544862945,26.5643329457069,20.479176026882,10.6989710479553,0.469181817941828,-0.375171511002262,NA,0.737166666666667,0.562233333333333,0.9121,0.349866666666667,NA,NA,FALSE
"isoComp_00006125","geneComp_00001472","ENST00000629042.2","ANP32E","d","f","ANP32E","protein_coding","protein_coding",43.6311145279389,64.7743509395064,22.4878781163715,20.7137404671728,0.423017037713582,-1.5258564229709,NA,5.75078420545287,10.9177213963881,0.58384701451764,10.8490016184835,0.383119355728236,-4.20175748213434,NA,0.0666,0.107833333333333,0.0253666666666667,-0.0824666666666667,NA,NA,FALSE
"isoComp_00006337","geneComp_00001533","ENST00000430068.1","AP000704.5","d","f","AP000704.5","lncRNA","lncRNA",1.21267644799844,1.50364462385331,0.921708272143562,0.386216802665631,0.0254160034136786,-0.700076319200094,NA,0.244500930764248,0.460782540111124,0.0282193214173708,0.460782540111125,0.0282193214173708,-3.62268674754994,NA,0.12295,0.216766666666667,0.0291333333333333,-0.187633333333333,NA,NA,NA
"isoComp_00006338","geneComp_00001533","ENST00000637940.2","AP000704.5","d","f","AP000704.5","lncRNA","lncRNA",1.21267644799844,1.50364462385331,0.921708272143562,0.386216802665631,0.0254160034136786,-0.700076319200094,NA,0.0127301708124716,0.00982749703345758,0.0156328445914856,0.00982749703345758,0.0156328445914856,0.370491022475849,NA,0.0150333333333333,0.0123333333333333,0.0177333333333333,0.0054,NA,NA,NA
"isoComp_00006339","geneComp_00001533","ENST00000653177.1","AP000704.5","d","f","AP000704.5","lncRNA","lncRNA",1.21267644799844,1.50364462385331,0.921708272143562,0.386216802665631,0.0254160034136786,-0.700076319200094,NA,0.955445346421716,1.03303458670873,0.877856106134705,0.278173947409786,0.0232468800777382,-0.232389213348102,NA,0.862016666666667,0.7709,0.953133333333333,0.182233333333333,NA,NA,NA
"isoComp_00006367","geneComp_00001555","ENST00000616815.1","AP001505.10","d","f","AP001505.10","lncRNA","lncRNA",17.306259786477,24.1267058351865,10.4858137377675,8.45208564176483,1.37004236811374,-1.20141476852832,NA,17.306259786477,24.1267058351865,10.4858137377675,8.45208564176483,1.37004236811374,-1.20141476852832,NA,1,1,1,0,NA,NA,NA
"isoComp_00006488","geneComp_00001585","ENST00000334271.7","AP1S3","d","f","AP1S3","protein_coding","nonsense_mediated_decay",1.30749707525281,1.75991784432347,0.855076306182149,0.43766371558529,0.176594171649859,-1.03278309520823,NA,0.353135957572598,0.678132794880523,0.0281391202646741,0.678132794880523,0.0281391202646741,-4.17334352976755,NA,0.148583333333333,0.2587,0.0384666666666667,-0.220233333333333,NA,NA,TRUE
"isoComp_00006489","geneComp_00001585","ENST00000396654.7","AP1S3","d","f","AP1S3","protein_coding","protein_coding",1.30749707525281,1.75991784432347,0.855076306182149,0.43766371558529,0.176594171649859,-1.03278309520823,NA,0.827132479075475,0.840163828553585,0.814101129597365,0.248205557837502,0.175453879492158,-0.0449194900995047,NA,0.748216666666667,0.545566666666667,0.950866666666667,0.4053,NA,NA,FALSE
"isoComp_00006490","geneComp_00001585","ENST00000443700.5","AP1S3","d","f","AP1S3","protein_coding","protein_coding",1.30749707525281,1.75991784432347,0.855076306182149,0.43766371558529,0.176594171649859,-1.03278309520823,NA,0.0904836416057747,0.168131226891439,0.0128360563201099,0.110583665330198,0.0128360563201099,-2.96355501634502,NA,0.0724333333333333,0.1342,0.0106666666666667,-0.123533333333333,NA,NA,FALSE
"isoComp_00006491","geneComp_00001585","ENST00000446015.6","AP1S3","d","f","AP1S3","protein_coding","protein_coding",1.30749707525281,1.75991784432347,0.855076306182149,0.43766371558529,0.176594171649859,-1.03278309520823,NA,0.0367449969989629,0.0734899939979258,0,0.0734899939979258,0,-3.06160330567571,NA,0.0307666666666667,0.0615333333333333,0,-0.0615333333333333,NA,NA,FALSE
